,SOX2_like,PAX6_like,NEUROD1_like,RBFOX3_like,SLC17A7_like,GAD1_like,GFAP_like,OLIG2_like,AIF1_like,PDGFRA_like,MKI67_like,STRESS_like,CELL_CYCLE_like,MATURATION_like
cell_00835,1.2425373,0.40532312,6.731943,9.310707,0.11298018,0.7532012,0.10734814,0.09792637,0.091096416,0.12037322,0.9310097,0.77619815,0.9310097,8.675897
cell_00836,0.5776528,0.0030857525,7.7839317,9.926163,0.14339493,0.14339493,0.14201888,0.13943636,0.91535676,0.14504005,0.051120482,0.5954847,0.051120482,14.229763
cell_00837,0.23486094,5.548067e-07,7.9766617,9.995003,0.14927942,0.14927942,0.14912091,0.9921064,0.14855643,0.1494654,0.0005067809,0.6909714,0.0005067809,15.792912
cell_00838,2.2430065,3.7168195,4.384259,6.9662313,0.050844956,0.33896637,0.045092236,0.03701028,0.032096155,0.059771594,2.7076304,0.73324275,2.7076304,3.407088
cell_00839,1.5320005,1.0372795,6.0699883,8.781467,0.0948817,0.0948817,0.08816797,0.517159,0.070352584,0.10416719,1.8574352,0.7745929,1.8574352,6.597947
cell_00840,11.416128,1.5775126,0.16261083,0.1711795,2.1788812e-06,2.1788812e-06,1.787945e-06,1.3280526e-06,1.0888125e-06,2.9284492e-06,0.13312137,0.86479837,0.13312137,0.07373104
cell_00841,0.49697897,0.00090747094,7.85039,9.952853,0.14541103,0.9694069,0.14443685,0.14259306,0.1410549,0.14656828,0.11311765,0.6219075,0.11311765,14.740966
cell_00842,1.4977835,0.94496113,6.1514707,8.852141,0.6471977,0.09707966,0.09044538,0.079906024,0.07267211,0.106198676,1.4934938,0.8381144,1.4934938,6.8179197
cell_00843,2.3468194,4.1666274,4.1591444,6.6719756,0.0452633,0.0452633,0.03992764,0.0325272,0.028081125,0.3577147,0.32809576,0.62444973,0.32809576,3.113618
cell_00844,8.236856,4.2495213,0.35854802,0.44313675,2.4693025e-05,2.4693025e-05,2.031886e-05,1.5141943e-05,1.2435424e-05,3.3012497e-05,1.0271207,0.72076374,1.0271207,0.16577782
cell_00845,0.3417352,2.9498211e-05,7.9406657,9.984622,0.1481715,0.1481715,0.98515564,0.1470109,0.14636579,0.14864033,0.0072539817,0.83123994,0.0072539817,15.481552
cell_00846,2.4716296,4.7031856,3.9001656,6.3183265,0.03902009,0.03902009,0.22810851,0.027647033,0.023751613,0.046694413,2.6524544,0.78925985,2.6524544,2.8015475
cell_00847,0.78237605,0.027923264,7.55244,9.818538,0.13647258,0.13647258,0.89223444,0.12902269,0.12517764,0.13969523,0.21161462,0.84514785,0.21161462,12.642364
cell_00848,6.6022468,6.584427,0.6033648,0.82601804,0.0001256371,0.0001256371,0.00010374958,7.764301e-05,6.390623e-05,0.00016684053,0.29972348,0.8259525,0.29972348,0.28601602
cell_00849,0.25632942,1.4712365e-06,7.970978,9.993505,0.1491042,0.1491042,0.99271643,0.14852923,0.14820765,0.14933516,0.003508742,0.6105389,0.003508742,15.743107
cell_00850,5.8775477,7.6843204,0.7868791,1.1317636,0.00029170324,0.00029170324,0.00024154368,0.00018135543,0.00014952707,0.00038539048,0.28824395,0.89717466,0.28824395,0.38020548
cell_00851,5.401835,8.319848,0.949783,1.4118334,0.00053269684,0.00053269684,0.00044219007,0.00033299415,0.0002749863,0.00070055167,0.06802758,0.8747994,0.06802758,0.4669151
cell_00852,0.3863449,9.620054e-05,7.91958,9.977795,0.14752445,0.98349625,0.14698856,0.14596522,0.14510226,0.14815675,0.00073788804,0.67206985,0.00073788804,15.303539
cell_00853,0.31179035,1.1738358e-05,7.95275,9.988317,0.14854299,0.14854299,0.14822465,0.14761406,0.14709646,0.99278265,0.018771708,0.51888376,0.018771708,15.585017
cell_00854,5.136218,8.610667,1.0604663,1.6053792,0.00075947517,0.00075947517,0.000631516,0.00047655034,0.00039396746,0.000995637,1.013036,0.6213987,1.013036,0.5275738
cell_00855,1.8325402,2.0260744,5.3419695,8.080844,0.07552258,0.07552258,0.0686708,0.38958722,0.0518394,0.08551041,1.0374836,0.83446103,1.0374836,4.953596
cell_00856,0.63821954,0.006618965,7.724868,9.900673,0.14161423,0.14161423,0.1398963,0.9113052,0.13407552,0.14367968,0.2358224,0.88034815,0.2358224,13.797604
cell_00857,0.35752276,4.5888177e-05,7.9336324,9.982395,0.14795552,0.14795552,0.98340803,0.14666116,0.14594273,0.14847906,0.01258475,0.8326688,0.01258475,15.421823
cell_00858,2.6345065,5.3827195,3.5825791,5.862859,0.03171745,0.21144967,0.027618749,0.022105403,0.018885022,0.0383861,0.6532721,0.6586973,0.6532721,2.4517133
cell_00859,1.5171427,0.9966313,6.105442,8.812408,0.6389144,0.09583716,0.089156285,0.07858328,0.07135478,0.10505246,0.73451805,0.5226146,0.73451805,6.692609
cell_00860,0.61757237,0.005167965,7.7458935,9.909921,0.14224695,0.948313,0.1406491,0.13766453,0.13521351,0.14416419,0.21693219,0.70703316,0.21693219,13.94915
cell_00861,0.64427006,0.0071005365,7.7185316,9.89785,0.9428254,0.1414238,0.13967004,0.13640529,0.13373494,0.14353362,0.18579236,0.650553,0.18579236,13.7524185
cell_00862,0.5236489,0.0014022983,7.829947,9.944892,0.14478944,0.14478944,0.14368968,0.9440908,0.13988711,0.14609846,0.031110648,0.549189,0.031110648,14.580786
cell_00863,1.2277354,0.38214234,6.763586,9.3334255,0.11386129,0.11386129,0.10830777,0.09898922,0.61474633,0.12113221,0.58231604,0.54234135,0.58231604,8.794723
cell_00864,7.8967104,4.6872926,0.39643928,0.4999146,3.3728636e-05,3.3728636e-05,2.7768974e-05,2.0707212e-05,1.7011665e-05,4.5045796e-05,0.8037859,0.56121475,0.8037859,0.18399864
cell_00865,0.32271475,1.6654863e-05,7.9485292,9.987046,0.14841318,0.98942125,0.1480669,0.14740308,0.1468407,0.14882064,0.00013998996,0.58232945,0.00013998996,15.5487585
cell_00866,0.37629437,7.499179e-05,7.92466,9.97948,0.14768021,0.98453474,0.14717734,0.14621638,0.14540538,0.14827327,0.041969575,0.80151457,0.041969575,15.34614
cell_00867,0.49288318,0.00084623485,7.8533974,9.954003,0.14550258,0.14550258,0.14454702,0.9515852,0.14122775,0.14663738,0.10059781,0.6526814,0.10059781,14.764756
cell_00868,8.048266,4.4884443,0.37891027,0.47351375,2.930792e-05,2.930792e-05,2.4123301e-05,1.7983284e-05,1.4771564e-05,3.916049e-05,0.8895865,0.67477524,0.8895865,0.17555214
cell_00869,5.2979355,8.440482,0.99118185,1.4839672,0.00061098946,0.00061098946,0.00050750334,0.0003824725,0.00031597444,0.00080256775,1.1484927,0.7393525,1.1484927,0.4894344
cell_00870,0.61293596,0.004880199,7.750488,9.911916,0.94923586,0.14238538,0.140814,0.13787721,0.1354638,0.14427003,0.022125833,0.8840534,0.022125833,13.982599
cell_00871,10.93913,1.8381981,0.18050812,0.19410898,2.9958908e-06,2.9958908e-06,2.4589829e-06,1.827026e-06,1.4981291e-06,4.0245873e-06,0.059654027,0.8025876,0.059654027,0.08199082
cell_00872,0.23883273,6.704039e-07,7.975665,9.994745,0.1492487,0.1492487,0.14908348,0.14876565,0.14849521,0.99628377,0.00067576615,0.75828505,0.00067576615,15.784164
cell_00873,2.65469,5.464546,3.544873,5.8072157,0.030882262,0.20588174,0.026869714,0.021482497,0.018341208,0.037424646,2.3639657,0.79753286,2.3639657,2.4123638
cell_00874,0.6754721,0.010044337,7.684598,9.882462,0.9360397,0.14040595,0.13846296,0.13486099,0.13192925,0.14275092,0.029335879,0.787717,0.029335879,13.514155
cell_00875,0.34459767,3.202557e-05,7.939425,9.984233,0.9875559,0.14813338,0.14772707,0.14694913,0.14629103,0.14861189,0.023140032,0.7760997,0.023140032,15.470988
cell_00876,2.475363,4.7190776,3.8926237,6.3077865,0.038841724,0.038841724,0.034054082,0.02750959,0.023630282,0.30995724,1.873915,0.69856286,1.873915,2.7928376
cell_00877,3.3480453,7.76569,2.465383,4.0844193,0.011179466,0.011179466,0.009520042,0.0074000293,0.0062173125,0.014045466,2.832597,0.7267388,2.832597,1.4465126
cell_00878,1.0512103,0.16950898,7.1173887,9.570942,0.123837166,0.8255811,0.119351596,0.11155301,0.10565563,0.1295362,0.3823618,0.6845966,0.3823618,10.284335
cell_00879,1.1746253,0.30603045,6.874792,9.411368,0.11697157,0.11697157,0.11171545,0.68533295,0.09623906,0.123789564,1.2588997,0.6579834,1.2588997,9.229749
cell_00880,2.335782,4.118843,4.1826725,6.703304,0.30560455,0.045840684,0.040459268,0.032985535,0.02848992,0.054294564,0.343909,0.60830724,0.343909,3.1432788
cell_00881,1.0809147,0.19748743,7.061183,9.535271,0.81490725,0.12223609,0.11755654,0.10946818,0.10339135,0.12821059,0.2017357,0.64208525,0.2017357,10.025935
cell_00882,0.28461474,4.546473e-06,7.9623375,9.991111,0.14883804,0.14883804,0.14858347,0.14809461,0.9845303,0.14913715,0.0026112406,0.6714119,0.0026112406,15.667861
cell_00883,1.8484466,2.0860481,5.3034825,8.040313,0.49674517,0.074511774,0.06767875,0.057501394,0.05095572,0.08449871,2.3937933,0.73175174,2.3937933,4.880009
cell_00884,5.4626713,8.245615,0.92659706,1.371585,0.00049206434,0.00049206434,0.00040831612,0.00030735353,0.00025375458,0.0006475421,0.23720239,0.69995004,0.23720239,0.45438978
cell_00885,2.6540391,5.461917,3.5460832,5.8090067,0.20605966,0.03090895,0.026893632,0.02150237,0.018358547,0.037455406,2.462836,0.5431796,2.462836,2.41362
cell_00886,2.480546,4.7411194,3.8821738,6.2931604,0.038594946,0.038594946,0.22553179,0.027319606,0.023462623,0.046215557,0.6415167,0.6359895,0.6415167,2.7808034
cell_00887,7.102678,5.8179893,0.509046,0.6743997,7.361045e-05,7.361045e-05,6.0702714e-05,4.5353398e-05,3.7297115e-05,9.800641e-05,0.8293324,0.6504774,0.8293324,0.2389805
cell_00888,6.255247,7.1201077,0.6831098,0.957347,0.00018605417,0.00018605417,0.00015382258,0.00011527839,9.495349e-05,0.00024652467,1.5486027,0.7827704,1.5486027,0.32650375
cell_00889,0.7762027,0.026481736,7.5607347,9.822723,0.13671806,0.13671806,0.13412228,0.12938116,0.83725864,0.13988738,0.30908036,0.63315684,0.30908036,12.694604
cell_00890,3.08637,7.029514,2.8251984,4.6847515,0.016701255,0.016701255,0.014319543,0.011228914,0.009480898,0.020739352,0.992401,0.50318235,0.992401,1.7374442
cell_00891,0.26324058,1.9677266e-06,7.9689894,9.992966,0.14904293,0.9936195,0.14883286,0.1484291,0.1480859,0.1492896,3.4706154e-05,0.5337346,3.4706154e-05,15.725741
cell_00892,4.5290837,8.988618,1.3845501,2.1808877,0.0017977485,0.0017977485,0.0015025518,0.0011409583,0.00094640185,0.0023346988,1.3600891,0.6987994,1.3600891,0.713848
cell_00893,8.07852,4.4494753,0.37553886,0.4684622,2.850604e-05,2.850604e-05,2.346214e-05,1.7489405e-05,1.4365459e-05,3.809254e-05,0.1667386,0.5753982,0.1667386,0.17393103
cell_00894,0.58912814,0.0035980279,7.7733493,9.92171,0.9538342,0.14307512,0.14163677,0.13894092,0.13671798,0.14479648,0.2077069,0.697849,0.2077069,14.150846
cell_00895,0.35372427,4.136401e-05,7.935367,9.982949,0.14800878,0.14800878,0.14757583,0.14674732,0.14604692,0.9901256,0.03200549,0.72968215,0.03200549,15.436521
cell_00896,3.9450169,8.783112,1.825088,2.9678812,0.00437574,0.00437574,0.0036840716,0.0028228678,0.002352998,0.0056083538,0.10432207,0.8733752,0.10432207,0.9899076
cell_00897,5.3470993,8.384412,0.9713023,1.4492872,0.00057245645,0.00057245645,0.0004753514,0.00035810928,0.000295789,0.0007523788,0.30118012,0.76223195,0.30118012,0.47859573
cell_00898,5.707848,7.9238663,0.84039456,1.223023,0.000359902,0.000359902,0.00029825614,0.00022415345,0.0001849088,0.0004747771,0.4314311,0.5124163,0.4314311,0.40836093
cell_00899,1.4871439,0.91719174,6.1766815,8.873693,0.09776121,0.09776121,0.09115436,0.5375766,0.07340157,0.10682502,0.19975595,0.6522922,0.19975595,6.887743
cell_00900,1.8427151,2.0643644,5.3173437,8.054951,0.074875675,0.074875675,0.068035625,0.057837963,0.3418201,0.08486336,1.9123894,0.8173828,1.9123894,4.9063807
cell_00901,4.2509704,8.975281,1.5754298,2.5223606,0.002728562,0.002728562,0.0022876486,0.0017437936,0.0014494382,0.0035235623,0.5861414,0.604225,0.5861414,0.8300376
cell_00902,10.016304,2.4653811,0.2237568,0.2513782,5.7778634e-06,5.7778634e-06,4.745269e-06,3.5282644e-06,2.8941938e-06,7.752774e-06,0.06860136,0.8699892,0.06860136,0.10207167
cell_00903,1.7488201,1.7216214,5.545244,8.289063,0.080881774,0.080881774,0.073971815,0.42334095,0.05665107,0.09081237,0.67329913,0.7116043,0.67329913,5.3620315
cell_00904,0.25861296,1.6214823e-06,7.9703293,9.99333,0.14908421,0.14908421,0.14888313,0.9899772,0.14816794,0.1493203,0.0078686895,0.5369791,0.0078686895,15.737441
cell_00905,0.88234675,0.06060091,7.407113,9.741746,0.13220093,0.88133955,0.12887444,0.12290558,0.11822797,0.13632001,0.038037676,0.59666824,0.038037676,11.775723
cell_00906,1.6534771,1.4006443,5.777062,8.514575,0.08703573,0.58023816,0.08014789,0.06952814,0.062458575,0.096771225,1.2601612,0.8625197,1.2601612,5.8726473
cell_00907,7.7070723,4.944384,0.41997394,0.53570646,4.0358023e-05,4.0358023e-05,3.3238244e-05,2.479558e-05,2.0374679e-05,5.3864933e-05,0.37222666,0.8965839,0.37222666,0.19538617
cell_00908,4.371742,8.998351,1.4886985,2.3671682,0.002272767,0.002272767,0.0019027899,0.0014478833,0.0012023358,0.0029425405,2.5706017,0.8452064,2.5706017,0.77661955
cell_00909,3.6906805,8.460014,2.0703301,3.4013052,0.006524502,0.006524502,0.0055165673,0.0042495187,0.00355251,0.008299701,2.726389,0.6282707,2.726389,1.1563963
cell_00910,0.5630946,0.0025225417,7.79695,9.931569,0.14378881,0.14378881,0.14249003,0.9336569,0.13802822,0.14533961,0.00067142764,0.8075276,0.00067142764,14.327761
cell_00911,0.35989732,4.892628e-05,7.932534,9.982042,0.1479218,0.1479218,0.14747031,0.9773776,0.14587682,0.14845388,0.034648065,0.588891,0.034648065,15.412528
cell_00912,0.32573837,1.8295435e-05,7.9473233,9.986679,0.1483761,0.1483761,0.14802183,0.14734285,0.14676774,0.99195325,0.003931908,0.6538089,0.003931908,15.538422
cell_00913,0.23378164,5.266025e-07,7.9769278,9.995071,0.14928764,0.14928764,0.9942062,0.14882942,0.1485728,0.14947149,0.0043137153,0.77886724,0.0043137153,15.795252
cell_00914,0.23584981,5.818076e-07,7.9764156,9.99494,0.14927185,0.9951456,0.14911169,0.14880355,0.14854133,0.14945976,0.0017101847,0.88756055,0.0017101847,15.790753
cell_00915,0.26524803,2.137012e-06,7.968397,9.992804,0.14902468,0.14902468,0.992071,0.14839928,0.14804967,0.14927602,0.00888508,0.6756793,0.00888508,15.720575
cell_00916,9.003542,3.3782847,0.28961286,0.34285876,1.2764916e-05,1.2764916e-05,1.0493399e-05,7.81077e-06,6.410756e-06,1.7097595e-05,0.09752931,0.6983346,0.09752931,0.13298273
cell_00917,6.9152737,6.1021147,0.54185444,0.7266348,8.955273e-05,8.955273e-05,7.388484e-05,5.5233733e-05,4.5435958e-05,0.00011912452,1.8285225e-07,0.5880674,1.8285225e-07,0.25523847
cell_00918,3.55033,8.212544,2.2225058,3.6669965,0.008140389,0.008140389,0.006901458,0.0053344797,0.0044679074,0.010306237,1.8348037,0.6612891,1.8348037,1.2647889
cell_00919,1.3143123,0.5302091,6.574859,9.194412,0.10863021,0.10863021,0.1026468,0.6185546,0.085744746,0.116585754,0.5430424,0.52520746,0.5430424,8.115922
cell_00920,8.141668,4.3689194,0.36863285,0.45814157,2.6910784e-05,2.6910784e-05,2.2146958e-05,1.6507092e-05,1.3557775e-05,3.5967572e-05,0.9757871,0.84343433,0.9757871,0.17061375
cell_00921,0.4072691,0.00015707871,7.908375,9.973998,0.14718115,0.9812077,0.14657289,0.14541301,0.14443663,0.14789966,0.0587028,0.50933385,0.0587028,15.210221
cell_00922,1.0180428,0.14166056,7.178388,9.608747,0.12558235,0.12558235,0.1213183,0.11385689,0.7211577,0.13097116,0.09553863,0.77340984,0.09553863,10.575312
cell_00923,1.3708748,0.64342314,6.4472723,9.095681,0.1051245,0.1051245,0.65934026,0.08875933,0.0816105,0.11348416,0.504784,0.6092887,0.504784,7.6947246
cell_00924,6.194497,7.212829,0.6985084,0.98299444,0.00019968739,0.00019968739,0.00016513182,0.00012378771,0.00010197726,0.00026447527,0.5482655,0.69044375,0.5482655,0.3343993
cell_00925,4.35744,8.997057,1.4986498,2.3849757,0.00232221,0.00232221,0.001944501,0.0014799188,0.0012290713,0.0030056676,1.5609498,0.6126234,1.5609498,0.7826952
cell_00926,6.319617,7.0213466,0.6672875,0.93108636,0.00017273599,0.00017273599,0.00014277807,0.00010697132,8.809801e-05,0.0002289788,1.6330205,0.6600283,1.6330205,0.3184172
cell_00927,0.39739442,0.00012519972,7.9137692,9.97584,0.98230916,0.14734638,0.14677289,0.14567856,0.14475659,0.14802344,0.0352795,0.71871114,0.0352795,15.255038
cell_00928,1.1595074,0.28634402,6.9057436,9.432531,0.117841184,0.117841184,0.7511594,0.10388219,0.097390674,0.124526486,0.7340738,0.7563574,0.7340738,9.355903
cell_00929,0.6340604,0.006303302,7.7291775,9.902583,0.14174381,0.14174381,0.14005035,0.91262484,0.13430779,0.14377901,0.20028864,0.8761144,0.20028864,13.828464
cell_00930,3.6721423,8.430218,2.0897074,3.435293,0.006718025,0.006718025,0.0056821336,0.0043789367,0.0036615655,0.008540745,0.26954633,0.6328804,0.26954633,1.169975
cell_00931,2.7179995,5.71705,3.4289799,5.6341457,0.028364096,0.028364096,0.02461803,0.019617474,0.016716814,0.23007847,2.6788845,0.733943,2.6788845,2.294124
cell_00932,2.3761625,4.293487,4.09708,6.588693,0.043747738,0.29165158,0.038534977,0.03132988,0.027015004,0.051978905,2.2068996,0.86068887,2.2068996,3.0364554
cell_00933,0.5739843,0.0029350684,7.7872553,9.92755,0.14349544,0.14349544,0.9475936,0.13959235,0.13748805,0.14511654,0.19096263,0.61609274,0.19096263,14.2546835
cell_00934,0.54634464,0.0019810004,7.8113666,9.937458,0.1442256,0.1442256,0.95342135,0.14072995,0.13883646,0.14567123,0.02040506,0.84602,0.02040506,14.437483
cell_00935,5.246979,8.496553,1.0123546,1.520983,0.0006539853,0.0006539853,0.00054339424,0.00040968286,0.00033852502,0.00085852604,1.9458485,0.883022,1.9458485,0.5010291
cell_00936,0.27769032,3.4996876e-06,7.9645767,9.991743,0.14890699,0.14890699,0.9911159,0.14820711,0.14781617,0.14918847,0.010804161,0.8389975,0.010804161,15.687308
cell_00937,7.4059615,5.3702006,0.4614347,0.59966135,5.4134118e-05,5.4134118e-05,4.461074e-05,3.3303073e-05,2.737553e-05,7.216958e-05,0.07728929,0.7279442,0.07728929,0.21557999
cell_00938,0.33301035,2.282241e-05,7.944355,9.985768,0.98856574,0.14828487,0.147911,0.14719473,0.14658833,0.14872493,0.0011447559,0.7888462,0.0011447559,15.513024
cell_00939,8.03112,4.510638,0.38083947,0.4764082,2.977368e-05,2.977368e-05,2.4507346e-05,1.8270179e-05,1.50074775e-05,3.9780738e-05,0.21768002,0.6924263,0.21768002,0.17648028
cell_00940,4.1651297,8.941467,1.6409523,2.6395314,0.003111324,0.003111324,0.002611399,0.0019932534,0.0016579952,0.004009985,1.5439318,0.73890233,1.5439318,0.8711028
cell_00941,0.40616024,0.000153188,7.90899,9.974209,0.1472,0.1472,0.14659569,0.14544328,0.14447308,0.9860919,0.055492066,0.88978964,0.055492066,15.2153225
cell_00942,5.852906,7.719791,0.79436237,1.1444755,0.00030064382,0.00030064382,0.00024897495,0.00018696021,0.0001541592,0.00039711903,0.1036136,0.60044825,0.1036136,0.3841235
cell_00943,2.2947752,3.9411376,4.270943,6.8196464,0.04801991,0.04801991,0.04247119,0.03472654,0.030046223,0.37793374,1.16831,0.81701887,1.16831,3.2566235
cell_00944,1.9847033,2.6231952,4.977029,7.682243,0.06599114,0.06599114,0.39606515,0.049820095,0.043782976,0.07582418,2.378896,0.70249325,2.378896,4.298638
cell_00945,4.49907,8.993758,1.403685,2.2150931,0.001879349,0.001879349,0.0015712396,0.0011935686,0.0009902432,0.002439299,1.761982,0.5707493,1.761982,0.72527057
cell_00946,0.7004207,0.013028657,7.65595,9.869127,0.13954921,0.13954921,0.9163333,0.13357195,0.13042842,0.14208956,0.037117854,0.75741416,0.037117854,13.317773
cell_00947,0.39834693,0.00012801374,7.913257,9.975666,0.9822046,0.14733069,0.14675389,0.14565334,0.14472617,0.14801168,0.04548416,0.81697077,0.04548416,15.250775
cell_00948,0.36298496,5.3132757e-05,7.9310904,9.981577,0.1478775,0.1478775,0.982777,0.146535,0.14579023,0.14842077,0.0008632394,0.72750235,0.0008632394,15.400322
cell_00949,3.0882916,7.0355525,2.8223553,4.680102,0.016653065,0.016653065,0.014277437,0.011195095,0.00945196,0.020681446,2.4019318,0.8349731,2.4019318,1.7350357
cell_00950,1.4354883,0.7887949,6.2981014,8.975418,0.10105398,0.67369324,0.09459872,0.08421572,0.07699656,0.109827235,1.733927,0.64634746,1.733927,7.236348
cell_00951,4.4427834,8.999294,1.440486,2.2809079,0.0020433774,0.0020433774,0.001709397,0.0012994694,0.0010785292,0.0026493245,0.86602753,0.8655073,0.86602753,0.74737775
cell_00952,4.5074005,8.992482,1.3983403,2.205538,0.001856306,0.001856306,0.00155184,0.001178707,0.0009778574,0.002409769,0.27514392,0.75932807,0.27514392,0.72207516
cell_00953,6.2958484,7.057868,0.673072,0.9406758,0.00017752509,0.00017752509,0.00014674917,0.00010995781,9.056248e-05,0.0002352893,1.1834781,0.82126373,1.1834781,0.32137045
cell_00954,0.27938363,3.7340035e-06,7.9640365,9.991591,0.14889036,0.14889036,0.14864714,0.98786646,0.1477832,0.14917609,0.011364978,0.60919404,0.011364978,15.682614
cell_00955,0.34402233,3.1503187e-05,7.9396753,9.984312,0.98760724,0.14814109,0.14773642,0.1469616,0.14630613,0.14861764,0.025027227,0.6784513,0.025027227,15.473121
cell_00956,0.535514,0.0016844245,7.8203697,9.941083,0.14449868,0.14449868,0.14334068,0.9410491,0.13934429,0.14587827,0.11819539,0.86384696,0.11819539,14.506653
cell_00957,1.5132514,0.98612756,6.1147094,8.820448,0.09608714,0.64058095,0.08941528,0.07884848,0.07161853,0.10528352,1.0027792,0.5203582,1.0027792,6.717617
cell_00958,1.6861959,1.5074646,5.6975775,8.438681,0.08492049,0.08492049,0.07801402,0.44953135,0.060426503,0.094738685,1.422988,0.66159266,1.422988,5.691772
cell_00959,1.4418457,0.8040172,6.283253,8.963162,0.100650355,0.100650355,0.0941748,0.558483,0.076549456,0.109461345,0.748578,0.8121275,0.748578,7.192585
