,Spatial_X,Spatial_Y
cell_03898,0.7862061,0.26710683
cell_03899,0.5764292,0.22771691
cell_03900,0.28630108,0.088947125
cell_03901,0.9750893,0.9370428
cell_03902,0.928491,1.1756413
cell_03903,0.11219846,0.9487628
cell_03904,0.8394215,0.5794462
cell_03905,0.07768672,1.3334255
cell_03906,0.9288192,1.2424854
cell_03907,0.6241661,1.2239238
cell_03908,0.16658224,0.76569694
cell_03909,0.8172624,0.94494545
cell_03910,0.5157818,0.75294566
cell_03911,0.059549876,0.78950447
cell_03912,0.7984274,1.079872
cell_03913,0.7883382,0.4039282
cell_03914,0.48205996,0.46850565
cell_03915,0.7311097,0.42195264
cell_03916,0.04014833,1.0999986
cell_03917,0.3181066,1.0523887
cell_03918,0.67322236,0.974636
cell_03919,0.23060572,0.45180398
cell_03920,0.45041138,0.26534146
cell_03921,0.93194675,1.0693427
cell_03922,0.82675177,0.42119357
cell_03923,0.5579966,1.234404
cell_03924,0.5767163,0.28551468
cell_03925,0.88700604,0.7819515
cell_03926,0.8630591,0.67407125
cell_03927,0.088296734,1.1248746
cell_03928,0.4655774,0.16884014
cell_03929,0.19085366,1.704114
cell_03930,0.08321976,0.8560095
cell_03931,0.2923955,1.1939764
cell_03932,0.6106438,0.58692497
cell_03933,0.7943703,-0.051579926
cell_03934,0.91247636,0.7735188
cell_03935,0.42295614,0.2879872
cell_03936,0.42232308,0.41829517
cell_03937,0.15325254,1.3409008
cell_03938,0.19484128,0.68072474
cell_03939,0.10249489,0.0599124
cell_03940,0.97590053,0.13506438
cell_03941,0.12759744,0.28227532
cell_03942,0.75664246,0.2303589
cell_03943,0.31776428,1.063128
cell_03944,0.5371478,0.12872386
cell_03945,0.8727102,1.6978348
cell_03946,0.9361675,0.21788494
cell_03947,0.24023032,0.0534947
cell_03948,0.9112694,1.2923584
cell_03949,0.25205243,0.3376868
cell_03950,0.80479723,0.5546045
cell_03951,0.015250376,1.3217956
cell_03952,0.5352315,1.1500702
cell_03953,0.7258127,0.8251157
cell_03954,0.83893895,0.10823967
cell_03955,0.8411289,0.7193347
cell_03956,0.29886782,1.8392706
cell_03957,0.8531496,1.4546922
cell_03958,0.32364702,0.13883889
cell_03959,0.23376736,0.6270745
cell_03960,0.0014732698,0.34733322
cell_03961,0.23571526,0.2120339
cell_03962,0.118438825,0.7504441
cell_03963,0.6749366,0.28697097
cell_03964,0.14478762,0.3286546
cell_03965,0.58538353,0.0716369
cell_03966,0.12646776,0.94983184
cell_03967,0.70441854,0.23137647
cell_03968,0.2855455,1.110744
cell_03969,0.3086964,0.14224198
cell_03970,0.6403853,1.1871587
cell_03971,0.93894535,0.113270104
cell_03972,0.99160105,0.7617749
cell_03973,0.35726362,0.28044853
cell_03974,0.94632655,0.07067306
cell_03975,0.6123215,0.30332106
cell_03976,0.9064686,0.018233059
cell_03977,0.027852148,0.14774983
cell_03978,0.033172853,1.0568737
cell_03979,0.07457398,1.4586493
cell_03980,0.804393,0.111490734
cell_03981,0.13795649,1.0393007
cell_03982,0.17658502,0.86507916
cell_03983,0.5853999,0.3733672
cell_03984,0.95744586,0.43400705
cell_03985,0.5671125,0.041347727
cell_03986,0.7325958,0.30737016
cell_03987,0.18773426,0.77831674
cell_03988,0.9141741,1.3509672
cell_03989,0.05587665,1.7143677
cell_03990,0.282819,1.2132801
cell_03991,0.4537242,0.88791406
cell_03992,0.22617215,0.04908494
cell_03993,0.66376084,0.45272902
cell_03994,0.6787924,0.3071748
cell_03995,0.21185802,0.08269982
cell_03996,0.008591269,0.061206523
cell_03997,0.07431725,1.1637692
cell_03998,0.00042788504,0.3628402
cell_03999,0.9053937,0.22880782
cell_04000,0.6216657,1.5331812
cell_04001,0.13843527,0.7172178
cell_04002,0.09251292,1.5537914
cell_04003,0.8175949,0.33694634
cell_04004,0.81103957,0.6453661
cell_04005,0.92737967,0.27953023
cell_04006,0.15927348,0.6739965
cell_04007,0.52227473,0.18551934
cell_04008,0.121476054,0.2283008
cell_04009,0.7956396,0.74517804
cell_04010,0.4124848,0.22710589
cell_04011,0.6958256,0.34797058
cell_04012,0.030313682,1.7263381
cell_04013,0.777931,-0.015416954
cell_04014,0.22948629,1.2938877
cell_04015,0.8428044,0.67937386
cell_04016,0.18585849,0.35042682
cell_04017,0.79009724,0.58968335
cell_04018,0.13410573,0.094593115
cell_04019,0.6634172,0.8994202
cell_04020,0.7792587,0.28910473
cell_04021,0.38623285,0.14994162
cell_04022,0.24433261,0.4386164
cell_04023,0.3445276,1.166206
cell_04024,0.29659167,1.467508
cell_04025,0.63306665,1.1034623
cell_04026,0.044561744,1.237753
cell_04027,0.041436385,0.99545735
cell_04028,0.28777257,0.73184127
cell_04029,0.27697337,1.0551562
cell_04030,0.17707025,1.2514791
cell_04031,0.71681494,0.75631255
cell_04032,0.023762925,0.8768791
cell_04033,0.92423475,0.7771456
cell_04034,0.7574868,0.15651485
cell_04035,0.4029577,1.0250603
cell_04036,0.8589344,0.41118088
cell_04037,0.6181535,1.4826336
cell_04038,0.5702296,0.9618061
cell_04039,0.31301787,1.3450549
cell_04040,0.66310465,1.1601902
cell_04041,0.1396947,1.0036336
cell_04042,0.5248993,0.12285841
cell_04043,0.116110064,1.4909232
cell_04044,0.44514695,0.67198515
cell_04045,0.6162712,0.38469723
cell_04046,0.15550344,0.29317036
cell_04047,0.22211961,0.24941118
cell_04048,0.81325775,0.6507957
cell_04049,0.25571287,1.4110582
cell_04050,0.09555606,1.7931696
cell_04051,0.33069012,1.081522
cell_04052,0.93513995,0.89354736
cell_04053,0.69378257,1.1528211
cell_04054,0.5754343,1.5894494
cell_04055,0.84041965,1.5426087
cell_04056,0.66018724,0.3776368
cell_04057,0.8111454,1.1791031
cell_04058,0.657157,0.58454615
cell_04059,0.8642578,1.5285157
cell_04060,0.6240082,1.673437
cell_04061,0.26487488,1.2819568
cell_04062,0.04111814,0.24916139
cell_04063,0.105320245,1.1424472
cell_04064,0.5124458,0.15063414
cell_04065,0.9717684,1.0184709
cell_04066,0.7594617,0.29351884
cell_04067,0.77544266,1.0232363
cell_04068,0.6637871,1.4790105
cell_04069,0.90348816,0.29244965
cell_04070,0.7354593,0.55204767
cell_04071,0.25836343,1.232712
cell_04072,0.49948227,0.8600602
cell_04073,0.404343,0.24591127
cell_04074,0.16539082,0.15413825
cell_04075,0.22237706,0.95141035
cell_04076,0.2851568,0.88170415
cell_04077,0.17364366,1.014039
cell_04078,0.2173084,0.13740033
cell_04079,0.91639334,0.5243409
cell_04080,0.34323922,0.41562322
cell_04081,0.8275167,0.26653004
cell_04082,0.064389944,0.98460144
cell_04083,0.9818094,0.39407176
cell_04084,0.7647917,0.6033751
cell_04085,0.90671605,1.6997458
cell_04086,0.5259114,1.3174564
cell_04087,0.63453794,0.66945094
cell_04088,0.36081904,0.18447855
cell_04089,0.4320312,0.18005979
cell_04090,0.7507428,0.13118665
cell_04091,0.04996864,1.4617337
cell_04092,0.036551334,1.3223222
cell_04093,0.874921,0.24723738
cell_04094,0.11000764,0.22840083
cell_04095,0.72102994,0.34870818
cell_04096,0.19954279,1.0405486
cell_04097,0.36620888,1.4406183
cell_04098,0.2935498,1.0449475
cell_04099,0.4903355,1.1024127
cell_04100,0.82666147,0.3018603
cell_04101,0.8755341,0.7326936
cell_04102,0.22204453,0.91298705
cell_04103,0.3376485,0.35076746
cell_04104,0.83691686,1.6763129
cell_04105,0.089635,0.040626604
cell_04106,0.11689684,1.0907269
cell_04107,0.47958142,1.070912
cell_04108,0.7901444,1.0557399
cell_04109,0.33597618,1.2671685
cell_04110,0.06943191,0.21272863
cell_04111,0.96786755,1.0731715
cell_04112,0.9389113,1.1894528
cell_04113,0.6519014,1.0221889
cell_04114,0.6818764,1.0853677
cell_04115,0.9336954,0.26973405
cell_04116,0.64386344,0.72187144
cell_04117,0.78841245,1.2183056
cell_04118,0.46351588,0.449441
cell_04119,0.2280026,0.67997044
cell_04120,0.83253217,1.390811
cell_04121,0.6843819,1.3929272
cell_04122,0.28956217,1.102754
cell_04123,0.6232756,0.8072412
cell_04124,0.816484,1.1930901
cell_04125,0.27034524,0.15273763
cell_04126,0.7681521,0.7424928
cell_04127,0.07234339,1.0754147
cell_04128,0.6249488,1.3767302
cell_04129,0.9989336,1.5643959
cell_04130,0.86637473,0.92736363
cell_04131,0.87565804,0.98866075
cell_04132,0.68035716,0.67263305
cell_04133,0.46118712,1.1321408
cell_04134,0.6772155,0.8994517
cell_04135,0.32119232,-0.012300634
cell_04136,0.5527685,1.1895453
cell_04137,0.5396799,1.0438623
cell_04138,0.5437304,1.1229668
cell_04139,0.4119876,1.558156
cell_04140,0.35280183,0.55165416
cell_04141,0.3303545,0.97906846
cell_04142,0.22473086,0.004647521
cell_04143,0.43854725,0.7535669
cell_04144,0.11774565,1.2259967
cell_04145,0.90157354,0.2838679
cell_04146,0.0696838,0.14077647
cell_04147,0.83741874,0.7930448
cell_04148,0.24124841,1.1736012
cell_04149,0.85321915,0.69153994
cell_04150,0.7202662,0.23190512
cell_04151,0.92097515,0.9142781
cell_04152,0.870233,0.6293798
cell_04153,0.70108753,0.729992
cell_04154,0.15167883,1.2419653
cell_04155,0.5490453,0.03596306
cell_04156,0.33982804,1.7269845
cell_04157,0.8857756,0.1413118
cell_04158,0.8722285,1.1856204
cell_04159,0.31403744,0.2516422
cell_04160,0.6716996,1.209515
cell_04161,0.33828482,0.33255666
cell_04162,0.67819047,1.3362077
cell_04163,0.61387104,0.7050474
cell_04164,0.51094794,1.2319719
cell_04165,0.878406,0.25924474
cell_04166,0.24605027,-0.06377228
cell_04167,0.79746664,0.42113864
cell_04168,0.6895077,0.9662782
cell_04169,0.28126788,0.7760626
cell_04170,0.42168576,1.5324422
cell_04171,0.06901417,0.83407867
cell_04172,0.5975767,1.3266395
cell_04173,0.88789093,0.3479484
cell_04174,0.11781842,0.8880261
cell_04175,0.13199846,0.7651099
cell_04176,0.47456685,0.9066526
cell_04177,0.2812301,1.1343144
cell_04178,0.2769289,0.90872717
cell_04179,0.63867015,1.3359101
cell_04180,0.4102564,0.94978994
cell_04181,0.8446476,0.2032769
cell_04182,0.4289061,1.3395005
cell_04183,0.6152755,0.56858313
cell_04184,0.39789137,1.4607196
cell_04185,0.2560235,1.0188303
cell_04186,0.4713321,0.040653583
cell_04187,0.72048044,0.1412409
cell_04188,0.95280915,0.20686533
cell_04189,0.042166825,0.78278476
cell_04190,0.531827,0.1002428
cell_04191,0.635966,1.1699637
cell_04192,0.085720524,1.0554464
cell_04193,0.829171,1.1628855
cell_04194,0.275952,0.3726345
cell_04195,0.87491196,0.86423856
cell_04196,0.55260694,0.101359904
cell_04197,0.15207893,1.0832702
cell_04198,0.7392209,0.18986712
cell_04199,0.1572285,0.09876714
cell_04200,0.72037846,0.32018432
cell_04201,0.8081982,1.188428
cell_04202,0.57552916,0.21228395
cell_04203,0.27109244,0.8701513
cell_04204,0.43733776,1.2474601
cell_04205,0.52802044,0.9304193
cell_04206,0.6657811,0.33406585
cell_04207,0.63392556,0.07365032
cell_04208,0.40042433,0.90502864
cell_04209,0.7581664,0.2923687
cell_04210,0.77141637,0.9566154
cell_04211,0.6963312,0.38146508
cell_04212,0.27215472,0.7057839
cell_04213,0.4693963,0.0087453
cell_04214,0.432757,0.6453556
cell_04215,0.81679225,0.2076589
cell_04216,0.80818,1.0973922
cell_04217,0.8660809,0.19741516
cell_04218,0.23117578,1.6388351
cell_04219,0.7484546,1.3244296
cell_04220,0.87039924,0.3554949
cell_04221,0.16649073,0.017150415
cell_04222,0.03993706,0.42476544
cell_04223,0.10550855,0.121508345
cell_04224,0.60620236,0.36005196
cell_04225,0.42164788,1.1316515
cell_04226,0.19505136,0.73727417
cell_04227,0.52830356,0.22376098
cell_04228,0.7855225,1.1522582
cell_04229,0.8558177,0.2852211
cell_04230,0.75172096,1.1835073
cell_04231,0.8855114,0.12717605
cell_04232,0.6041854,1.1128289
cell_04233,0.8370737,1.3988392
cell_04234,0.4171871,0.05812215
cell_04235,0.8524786,0.16580501
cell_04236,0.89581317,0.7154748
cell_04237,0.68640804,1.0482275
cell_04238,0.4310463,0.82015204
cell_04239,0.2816739,1.1812012
cell_04240,0.3251795,1.0500355
cell_04241,0.13235511,1.3413624
cell_04242,0.047161806,0.63618803
cell_04243,0.41441804,0.82352436
cell_04244,0.042668685,1.0267724
cell_04245,0.88058805,0.338825
cell_04246,0.6499581,1.5821474
cell_04247,0.84366727,0.050610714
cell_04248,0.44441667,0.31342095
cell_04249,0.22395295,1.0925695
cell_04250,0.29027882,0.4534073
cell_04251,0.8547331,0.20611897
cell_04252,0.12189323,0.20784152
cell_04253,0.69826585,0.9866382
cell_04254,0.22569025,1.2357748
cell_04255,0.3531699,0.09805521
cell_04256,0.003046753,0.013786971
cell_04257,0.47908878,0.57999676
cell_04258,0.12835282,1.4075199
cell_04259,0.8596474,0.34506947
cell_04260,0.09772792,1.4021306
cell_04261,0.25036854,1.2769095
cell_04262,0.014798406,0.32566327
cell_04263,0.99287736,1.3768072
cell_04264,0.6414377,1.4170473
cell_04265,0.6435768,1.0448964
cell_04266,0.5188609,0.752492
cell_04267,0.8680555,1.1828789
cell_04268,0.14418809,1.2091616
cell_04269,0.79285187,1.1409458
cell_04270,0.8071235,1.6663357
cell_04271,0.036128357,1.1265678
cell_04272,0.13267694,1.0619581
cell_04273,0.5471489,1.7198799
cell_04274,0.09019152,0.1963382
cell_04275,0.28236622,0.05928131
cell_04276,0.4036731,0.91108364
cell_04277,0.15721756,1.2781212
cell_04278,0.7041467,0.33446085
cell_04279,0.49506134,1.4814348
cell_04280,0.63981646,0.031346638
cell_04281,0.47429952,0.42516154
cell_04282,0.4124844,0.76450604
cell_04283,0.49238905,0.22366728
cell_04284,0.8995148,1.2293386
cell_04285,0.39603883,0.19565152
cell_04286,0.6422626,1.3577183
cell_04287,0.8339625,0.3554191
cell_04288,0.6210877,1.2922939
cell_04289,0.22606438,1.2330041
cell_04290,0.12195968,0.046388824
cell_04291,0.5908771,0.027226506
cell_04292,0.7273953,0.045842055
cell_04293,0.76873714,0.7855259
cell_04294,0.6938022,1.0903151
cell_04295,0.003454225,0.8559262
cell_04296,0.7738403,0.5456365
cell_04297,0.60462266,1.0306313
cell_04298,0.9881814,0.80934376
cell_04299,0.7645873,1.4523969
cell_04300,0.43020716,1.0052083
cell_04301,0.67614996,0.8989709
cell_04302,0.61593574,1.1792963
cell_04303,0.3373935,0.48563182
cell_04304,0.53352916,0.02833786
cell_04305,0.20438097,0.19064899
cell_04306,0.08783017,1.3002385
cell_04307,0.7330244,0.40689334
cell_04308,0.3841287,1.4931426
cell_04309,0.75571334,0.86636657
cell_04310,0.488337,0.5817789
cell_04311,0.80978936,1.3304126
cell_04312,0.7396088,0.27561757
cell_04313,0.76413095,0.99364454
cell_04314,0.42933148,0.05795257
cell_04315,0.96117926,1.1434124
cell_04316,0.40525457,1.5877279
cell_04317,0.79314375,1.0314231
cell_04318,0.4895888,1.2553673
cell_04319,0.23508567,0.42759532
cell_04320,0.62891394,1.0033232
cell_04321,0.46910942,1.1837407
cell_04322,0.26406986,1.1709853
cell_04323,0.38253167,0.16356266
cell_04324,0.15993734,0.27955908
cell_04325,0.9870454,1.1382496
cell_04326,0.6431837,0.0009122508
cell_04327,0.17354485,1.1216795
cell_04328,0.76458836,1.0386604
cell_04329,0.6018785,1.5059289
cell_04330,0.7225512,0.1565627
cell_04331,0.58448637,1.4281427
cell_04332,0.06046722,0.17829162
cell_04333,0.20323974,0.54861635
cell_04334,0.76874435,1.2685668
cell_04335,0.7543503,-0.016623512
cell_04336,0.7538753,-0.017038284
cell_04337,0.015214717,0.039937276
cell_04338,0.8051508,1.0009756
cell_04339,0.4391282,1.3248343
cell_04340,0.69366145,0.12812372
cell_04341,0.27207968,0.25966159
cell_04342,0.7695286,0.7750801
cell_04343,0.98228174,0.23018603
cell_04344,0.25353876,1.4407978
cell_04345,0.7841976,1.3020201
cell_04346,0.6049504,1.0939759
cell_04347,0.27309582,1.062404
cell_04348,0.29435703,1.034704
cell_04349,0.73163766,1.1230141
cell_04350,0.28434598,0.14379944
cell_04351,0.047793567,0.09413282
cell_04352,0.8739603,1.0598139
cell_04353,0.58894926,0.11611399
cell_04354,0.75847363,1.0663583
cell_04355,0.60322374,1.2272694
cell_04356,0.51645744,1.5774486
cell_04357,0.7699824,0.42499557
cell_04358,0.03215633,0.73711884
cell_04359,0.3118865,1.4500155
cell_04360,0.6274687,0.3178529
cell_04361,0.9439747,0.70470464
cell_04362,0.3936507,0.79529303
cell_04363,0.9752909,1.3734448
cell_04364,0.75528187,1.2625318
cell_04365,0.48489645,0.16937956
cell_04366,0.42915842,0.6488992
cell_04367,0.12944251,0.8961427
cell_04368,0.61519414,0.20202889
cell_04369,0.05235367,0.67952514
cell_04370,0.42907432,0.44829485
cell_04371,0.23770876,0.17587939
cell_04372,0.9562861,0.7939962
cell_04373,0.36326396,0.30074888
cell_04374,0.48925373,1.1213943
cell_04375,0.3754931,0.10337276
cell_04376,0.1372098,1.4167994
cell_04377,0.35258204,0.20971203
cell_04378,0.77899885,1.357447
cell_04379,0.6211957,-0.08752152
cell_04380,0.437415,0.9804413
cell_04381,0.82057065,0.42317817
cell_04382,0.0041487487,0.12838621
cell_04383,0.8266008,0.84326124
cell_04384,0.05953558,1.1737707
cell_04385,0.8702719,1.176
cell_04386,0.94757205,0.30623397
cell_04387,0.8191695,0.14197767
cell_04388,0.01959377,1.3305637
cell_04389,0.526208,0.682089
cell_04390,0.82879627,0.2521992
cell_04391,0.54501635,1.3313881
cell_04392,0.3599367,0.671319
cell_04393,0.47069544,1.2692026
cell_04394,0.08069391,0.44420773
cell_04395,0.49631363,1.1068172
cell_04396,0.027846828,0.25356272
cell_04397,0.64411545,1.332347
cell_04398,0.39045227,0.16803765
cell_04399,0.19134298,0.9720147
cell_04400,0.017382901,1.3562108
cell_04401,0.922119,1.2768147
cell_04402,0.556319,0.107160054
cell_04403,0.6469534,0.29143536
cell_04404,0.77935773,0.6609279
cell_04405,0.62659043,0.7958053
cell_04406,0.41310403,1.4993176
cell_04407,0.6275882,0.79710287
cell_04408,0.25251657,1.1352406
cell_04409,0.56135166,0.27927253
cell_04410,0.2055873,1.0160118
cell_04411,0.91742283,0.046303768
cell_04412,0.5095677,0.94261676
cell_04413,0.23384029,0.2739592
cell_04414,0.6396325,0.33196056
cell_04415,0.0903196,0.951316
cell_04416,0.43401903,0.88691014
cell_04417,0.8659646,-0.023248624
cell_04418,0.7678585,-0.017982027
cell_04419,0.70343953,0.64667875
cell_04420,0.47060335,0.3435686
cell_04421,0.44687912,0.23802291
cell_04422,0.011309627,0.856981
cell_04423,0.60003793,0.22127941
cell_04424,0.5770083,1.0317051
cell_04425,0.005279021,0.6048208
cell_04426,0.13704354,0.24062784
cell_04427,0.012436156,0.19347675
cell_04428,0.25317895,0.19458814
cell_04429,0.003853122,0.011139549
cell_04430,0.41736925,0.29338732
cell_04431,0.47639313,1.0885799
cell_04432,0.43708166,1.3739302
cell_04433,0.1993892,0.69347143
cell_04434,0.5235592,1.2299298
cell_04435,0.8140946,0.8459651
cell_04436,0.29121524,1.1945225
cell_04437,0.31257543,0.30426553
cell_04438,0.5428258,0.36886182
cell_04439,0.2337544,0.29637098
cell_04440,0.33778632,0.108870484
cell_04441,0.45243722,0.45478654
cell_04442,0.3863024,1.1947759
cell_04443,0.8182323,1.4989316
cell_04444,0.84899354,0.13954867
cell_04445,0.40287846,0.5666874
cell_04446,0.44778654,0.5640266
cell_04447,0.9568941,1.1345932
cell_04448,0.5030875,1.0198665
cell_04449,0.99303204,0.12953763
cell_04450,0.7628028,1.4098465
cell_04451,0.26423222,1.1822009
cell_04452,0.22909267,0.83010715
cell_04453,0.15906449,1.109087
cell_04454,0.8061457,1.0385284
cell_04455,0.30686206,0.39733633
cell_04456,0.6757925,0.14577737
cell_04457,0.54013616,0.88477063
cell_04458,0.8259973,-0.06810627
cell_04459,0.7508174,0.99811476
cell_04460,0.063748926,0.48571056
cell_04461,0.3384276,0.72099864
cell_04462,0.5200987,0.4440479
cell_04463,0.80363894,1.517621
cell_04464,0.7140275,0.30465552
cell_04465,0.54940397,0.15291439
cell_04466,0.80837536,0.15009025
cell_04467,0.43492848,0.7273512
cell_04468,0.055659574,1.2264119
cell_04469,0.87053573,0.34014452
cell_04470,0.5265933,1.1770211
cell_04471,0.8084031,0.28114074
cell_04472,0.3920817,0.8539937
cell_04473,0.58855224,-0.023921352
cell_04474,0.331093,0.88529575
cell_04475,0.409575,0.7569349
cell_04476,0.14739822,1.0234385
cell_04477,0.74160355,0.33924854
cell_04478,0.28028432,1.4980092
cell_04479,0.30173114,1.749401
cell_04480,0.35418895,1.2208402
cell_04481,0.4321261,0.8975582
cell_04482,0.5761639,1.1326214
cell_04483,0.6828066,0.20452914
cell_04484,0.6756895,1.0713441
cell_04485,0.4236809,0.3859541
cell_04486,0.48189068,1.2894094
cell_04487,0.14032052,0.17414954
cell_04488,0.5215061,0.291145
cell_04489,0.8770567,0.64305055
cell_04490,0.46044987,0.7727724
cell_04491,0.9380136,1.1133319
cell_04492,0.15578353,1.2069442
cell_04493,0.73690945,0.060576707
cell_04494,0.7079889,0.3454069
cell_04495,0.6815289,0.86139023
cell_04496,0.6628572,0.8728232
cell_04497,0.022308273,0.767794
cell_04498,0.74212223,1.6869302
cell_04499,0.49968427,0.8588893
cell_04500,0.5241862,0.064651944
cell_04501,0.05087264,0.54879355
cell_04502,0.18838114,0.8407975
cell_04503,0.9110069,0.9858009
cell_04504,0.31552833,0.2031817
cell_04505,0.39388022,0.7309547
cell_04506,0.18920352,0.38635352
cell_04507,0.63219076,0.2608718
cell_04508,0.7407009,1.4540255
cell_04509,0.92126185,0.3746117
cell_04510,0.56206363,0.8271515
cell_04511,0.27563068,0.83374006
cell_04512,0.070963316,1.4002504
cell_04513,0.26610944,0.075279325
cell_04514,0.6183645,0.2105978
cell_04515,0.97410357,0.39667022
cell_04516,0.07919782,1.1556067
cell_04517,0.38836643,0.4326716
cell_04518,0.66723573,1.361985
cell_04519,0.57457095,0.24973232
cell_04520,0.6516926,0.032180205
cell_04521,0.46320847,1.1386832
cell_04522,0.2670367,0.9149318
cell_04523,0.48275226,1.3720855
cell_04524,0.38153613,1.3039304
cell_04525,0.70929754,0.93865883
cell_04526,0.17162482,1.0091366
cell_04527,0.49614793,1.4098926
cell_04528,0.9590626,0.21182285
cell_04529,0.53179395,0.7213682
cell_04530,0.23720947,1.0575165
cell_04531,0.9358503,0.43643698
cell_04532,0.24415739,1.1596172
cell_04533,0.7511801,1.1806177
cell_04534,0.10953126,1.1679456
cell_04535,0.8520896,0.10987341
cell_04536,0.18057458,1.4466212
cell_04537,0.39417946,1.0573218
cell_04538,0.96562034,0.17062366
cell_04539,0.5793947,1.0399659
cell_04540,0.26399595,-0.019587314
cell_04541,0.000627169,-0.009770139
cell_04542,0.0067892233,1.3636546
cell_04543,0.2745877,0.92688894
cell_04544,0.5268548,0.6036438
cell_04545,0.48489127,0.37117103
cell_04546,0.9218816,1.6999754
cell_04547,0.7640941,0.31934667
cell_04548,0.92473567,1.0890497
cell_04549,0.5117782,0.3329521
cell_04550,0.44666642,0.116606705
cell_04551,0.5660883,1.1936512
cell_04552,0.3721461,0.06414583
cell_04553,0.2108115,0.78589225
cell_04554,0.83666056,0.29613772
cell_04555,0.68053156,0.89144194
cell_04556,0.32565808,1.1617086
cell_04557,0.44628122,0.8032466
cell_04558,0.22544783,0.03696638
cell_04559,0.56283903,1.2342021
cell_04560,0.35835814,1.2059522
cell_04561,0.8755753,0.22611116
cell_04562,0.52836293,0.37387955
cell_04563,0.41173065,1.2517217
cell_04564,0.7496198,0.20741323
cell_04565,0.9051013,0.758593
cell_04566,0.8174191,0.9418123
cell_04567,0.4949171,-0.01555224
cell_04568,0.35644335,1.0176477
cell_04569,0.66212934,0.7457281
cell_04570,0.81686807,0.3560314
cell_04571,0.9786396,1.000094
cell_04572,0.45725125,0.2330902
cell_04573,0.66824013,0.45869273
cell_04574,0.29310325,0.98987365
cell_04575,0.0874633,0.28328627
cell_04576,0.25305772,1.2978332
cell_04577,0.014490134,0.09311879
cell_04578,0.5094276,0.55633384
cell_04579,0.3731561,0.12751539
cell_04580,0.6782748,0.9656564
cell_04581,0.615314,1.3738196
cell_04582,0.16786644,1.2639794
cell_04583,0.67382157,1.2695348
cell_04584,0.18740022,0.90487546
cell_04585,0.0059531443,1.6011373
cell_04586,0.9701927,0.7106602
cell_04587,0.026985047,1.1194074
cell_04588,0.34174907,1.3949766
cell_04589,0.63751125,1.4464647
cell_04590,0.37037453,0.24618247
cell_04591,0.38120916,0.9437479
cell_04592,0.72272754,1.4334179
cell_04593,0.60215396,0.26939458
cell_04594,0.5183774,0.25643772
cell_04595,0.8863167,1.1153625
cell_04596,0.10811365,1.0010552
cell_04597,0.46976754,0.18152733
cell_04598,0.23906675,0.4708097
cell_04599,0.03680785,0.88153625
cell_04600,0.9790337,0.86158836
cell_04601,0.73402685,1.2316709
cell_04602,0.21618551,1.2345968
cell_04603,0.40243426,1.373358
cell_04604,0.22602424,0.87782645
cell_04605,0.6848553,0.46006432
cell_04606,0.35044706,1.1240462
cell_04607,0.91986257,0.34366527
cell_04608,0.20755522,0.19541262
cell_04609,0.3498262,1.5403352
cell_04610,0.9318145,1.3747708
cell_04611,0.88468075,0.37617972
cell_04612,0.29317015,0.79797983
cell_04613,0.48306867,1.0007834
cell_04614,0.88370496,0.41436762
cell_04615,0.67063457,0.29295284
cell_04616,0.6372797,0.1463052
cell_04617,0.6605586,0.8829116
cell_04618,0.9209811,0.94765306
cell_04619,0.5171738,0.6475473
cell_04620,0.18177986,0.2470117
cell_04621,0.47272375,1.191275
cell_04622,0.7288883,1.1140767
cell_04623,0.4921343,1.059191
cell_04624,0.31326273,0.085893266
cell_04625,0.6663299,0.9893726
cell_04626,0.45022976,1.0215881
cell_04627,0.96282023,0.43419328
cell_04628,0.35214055,0.23752275
cell_04629,0.7174869,0.42272145
cell_04630,0.555072,0.35033134
cell_04631,0.077564776,0.9672969
cell_04632,0.4697579,0.3375825
cell_04633,0.029163742,0.35226876
cell_04634,0.7898317,1.3272984
cell_04635,0.7345301,0.09338106
cell_04636,0.050511837,0.4532185
cell_04637,0.4996947,1.3536894
cell_04638,0.96153945,0.16756034
cell_04639,0.2846388,0.311187
cell_04640,0.9043033,0.2569294
cell_04641,0.15109266,-0.029282225
cell_04642,0.006602454,1.1605512
cell_04643,0.5305214,0.070314534
cell_04644,0.23924331,0.29388523
cell_04645,0.8792242,1.8088571
cell_04646,0.673922,1.4143555
cell_04647,0.68689036,0.3062938
cell_04648,0.6732804,0.37610224
cell_04649,0.67895764,0.6881526
cell_04650,0.74711484,1.5863931
cell_04651,0.66988766,1.5376803
cell_04652,0.8342753,0.07462991
cell_04653,0.55812216,0.1618941
cell_04654,0.35068822,1.1342037
cell_04655,0.46684718,1.5205723
cell_04656,0.44023502,1.0146358
cell_04657,0.3325063,0.13214545
cell_04658,0.41546813,1.3562449
cell_04659,0.38498676,0.23170932
cell_04660,0.11114028,1.4218814
cell_04661,0.8305523,1.5620915
cell_04662,0.75646573,1.160659
cell_04663,0.33753872,0.0756922
cell_04664,0.945132,0.9228108
cell_04665,0.9493625,1.1248865
cell_04666,0.85671973,0.9274297
cell_04667,0.02937284,0.45087007
cell_04668,0.371218,1.53495
cell_04669,0.45733657,0.3470224
cell_04670,0.71871626,0.16024928
cell_04671,0.63481236,0.32839128
cell_04672,0.67837864,-0.057374325
cell_04673,0.7672134,0.4117342
cell_04674,0.9484354,0.8392135
cell_04675,0.55150837,0.20440753
cell_04676,0.9040425,0.15105428
