,pseudotime,branch_gate,lineage,branch_index,batch,library_size_factor,cell_cycle_score,stress_score,spatial_x,spatial_y
cell_00956,0.7773587,0.9998059,Oligodendrocyte,3,Batch_2,0.7756575,0.11819539,0.86384696,0.13164997,1.2695931
cell_00957,0.5176615,0.9662105,Inhibitory_Neuron,1,Batch_1,1.0577106,1.0027792,0.5203582,0.6379452,0.76183337
cell_00958,0.49060792,0.94332933,Oligodendrocyte,3,Batch_3,1.3473039,1.422988,0.66159266,0.98755604,1.0001895
cell_00959,0.52974564,0.973271,Oligodendrocyte,3,Batch_2,0.6944414,0.748578,0.8121275,0.8950149,1.0369482
cell_00960,0.536568,0.9766004,Excitatory_Neuron,0,Batch_1,0.62118244,0.6735853,0.7975259,0.67118335,0.6599723
cell_00961,0.43456307,0.84439003,Astrocyte,2,Batch_2,1.1148236,1.1424209,0.8406491,0.7926303,0.77310884
cell_00962,0.13175483,0.01255622,NPC,-1,Batch_2,0.99890006,0.7278988,0.79575616,0.116476454,0.15629135
cell_00963,0.12566385,0.011132155,NPC,-1,Batch_1,0.8889712,0.10699613,0.87883687,0.49883378,0.17129312
cell_00964,0.9522497,0.9999941,Microglia,4,Batch_1,1.0139976,0.009016799,0.6993038,0.53191245,1.7244464
cell_00965,0.48203075,0.9334302,Oligodendrocyte,3,Batch_1,1.0630937,0.1400056,0.7497159,0.7826958,0.9263082
cell_00966,0.9532055,0.9999942,Excitatory_Neuron,0,Batch_2,0.91171324,0.0021803605,0.8390823,0.28259334,1.1256222
cell_00967,0.16357687,0.023465876,NPC,-1,Batch_3,1.1122427,0.37876338,0.78067636,0.106485285,0.17423946
cell_00968,0.55441654,0.9835093,Astrocyte,2,Batch_2,1.0426512,0.3166062,0.5408227,0.69811386,0.9247685
cell_00969,0.20771725,0.054906353,NPC,-1,Batch_1,1.2164341,0.08312461,0.6467986,0.49259412,0.14317344
cell_00970,0.25318462,0.12605403,NPC,-1,Batch_1,1.0881854,2.166375,0.7210363,0.84229404,0.29706845
cell_00971,0.030054579,0.0016606097,NPC,-1,Batch_2,1.2273213,0.5590083,0.80188704,0.4814897,0.08009784
cell_00972,0.11895331,0.009747648,NPC,-1,Batch_1,1.2582642,1.0123492,0.717427,0.8462708,0.116432436
cell_00973,0.9168484,0.9999881,Inhibitory_Neuron,1,Batch_2,1.3033926,0.015426605,0.8110197,0.50783503,1.2295533
cell_00974,0.321533,0.3613891,NPC,-1,Batch_3,0.78634924,0.119024985,0.8350438,0.7826985,0.49130636
cell_00975,0.6081292,0.99430573,Oligodendrocyte,3,Batch_3,0.9562688,0.19574831,0.6060513,0.7207452,1.106335
cell_00976,0.46501413,0.90890044,Oligodendrocyte,3,Batch_3,0.87203115,0.87372106,0.7464393,0.26608256,0.8060556
cell_00977,0.40045124,0.7328293,Excitatory_Neuron,0,Batch_3,1.1685877,1.0914648,0.7228441,0.30939832,0.41004726
cell_00978,0.5318861,0.9743624,Oligodendrocyte,3,Batch_2,1.1892803,0.69826114,0.5909269,0.89919555,0.9857131
cell_00979,0.18723895,0.037139725,NPC,-1,Batch_1,0.9947682,1.6888658,0.6959512,0.23100713,0.18449543
cell_00980,0.9886039,0.99999714,Oligodendrocyte,3,Batch_1,0.87683296,0.0026818956,0.7194273,0.6975005,1.5514939
cell_00981,0.8183079,0.9999144,Microglia,4,Batch_1,0.8827559,0.07799498,0.82693595,0.14512013,1.4472406
cell_00982,0.74161464,0.99960345,Excitatory_Neuron,0,Batch_1,0.8327326,0.25778905,0.68439573,0.75515836,0.9482411
cell_00983,0.4687593,0.91491544,Inhibitory_Neuron,1,Batch_3,0.9736369,1.0001444,0.5323664,0.22328985,0.6279446
cell_00984,0.15287712,0.019031262,NPC,-1,Batch_1,1.0124735,0.0047127004,0.6949184,0.59406537,0.17307758
cell_00985,0.92066586,0.999989,Inhibitory_Neuron,1,Batch_1,1.1093702,0.0052293353,0.8351804,0.5642435,1.235662
cell_00986,0.34138706,0.4570415,NPC,-1,Batch_2,0.95059925,2.2503223,0.72850215,0.20351425,0.42672122
cell_00987,0.05010669,0.0024778917,NPC,-1,Batch_1,1.1869134,0.5349906,0.6275461,0.4914033,0.06746829
cell_00988,0.34240368,0.46209127,NPC,-1,Batch_2,1.0373788,2.0639184,0.86838835,0.879248,0.29032075
cell_00989,0.794457,0.99986213,Excitatory_Neuron,0,Batch_3,1.0570334,0.035094824,0.56226057,0.68052936,0.95751303
cell_00990,0.62270874,0.9957398,Inhibitory_Neuron,1,Batch_1,1.1562196,0.43190926,0.6307511,0.9926544,0.8597128
cell_00991,0.7508386,0.9996702,Excitatory_Neuron,0,Batch_1,0.68282974,0.18772346,0.67485386,0.78455424,0.9442118
cell_00992,0.79363537,0.99985987,Excitatory_Neuron,0,Batch_2,0.80310374,0.11834345,0.79519117,0.64345545,0.98851097
cell_00993,0.21195461,0.059473567,NPC,-1,Batch_2,1.0927123,1.6566845,0.83429873,0.5632021,0.26638776
cell_00994,0.9237833,0.9999896,Oligodendrocyte,3,Batch_1,1.1504422,0.0148946745,0.5234242,0.93742865,1.4841982
cell_00995,0.4379896,0.8531836,Inhibitory_Neuron,1,Batch_1,1.0671026,2.4805844,0.8168143,0.5270134,0.71320665
cell_00996,0.63901365,0.99692166,Oligodendrocyte,3,Batch_1,1.3856928,0.017941998,0.78821135,0.40267277,1.1843312
cell_00997,0.0023087726,0.0009540647,NPC,-1,Batch_3,1.0642464,0.43287262,0.8578609,0.8344936,0.016537128
cell_00998,0.9933685,0.99999744,Excitatory_Neuron,0,Batch_3,0.84675425,0.002326268,0.8601772,0.94024444,1.2993131
cell_00999,0.2808964,0.20067638,NPC,-1,Batch_1,0.9595409,0.048271514,0.81101024,0.47891688,0.30566585
cell_01000,0.062063105,0.0031451678,NPC,-1,Batch_2,1.2801217,0.028398281,0.5760811,0.13723852,0.015203573
cell_01001,0.45826206,0.8970844,Astrocyte,2,Batch_1,0.7501426,2.3009322,0.6255486,0.6083728,0.78937256
cell_01002,0.12903006,0.011898197,NPC,-1,Batch_2,1.0693156,0.46770144,0.8745279,0.7408823,0.13614558
cell_01003,0.1523267,0.018826833,NPC,-1,Batch_1,1.0298289,0.045230463,0.7392693,0.3736361,0.059524987
cell_01004,0.6322828,0.99647963,Inhibitory_Neuron,1,Batch_1,1.162535,0.60454786,0.7155043,0.74787885,0.84612036
cell_01005,0.39292738,0.7023572,Microglia,4,Batch_2,0.7719697,8.959115e-05,0.8662838,0.53105134,0.9686921
cell_01006,0.92185247,0.9999892,Microglia,4,Batch_2,1.0306628,0.015764669,0.8496794,0.30135614,1.5833216
cell_01007,0.3191565,0.35049364,NPC,-1,Batch_2,1.0228872,1.3900652,0.79099846,0.62952125,0.34416473
cell_01008,0.72618014,0.9994601,Inhibitory_Neuron,1,Batch_1,0.99225074,0.17389455,0.8529009,0.38894758,0.9935324
cell_01009,0.46109942,0.9022068,Oligodendrocyte,3,Batch_2,1.0867901,0.005798951,0.545534,0.7868255,0.91947293
cell_01010,0.6599513,0.9979727,Excitatory_Neuron,0,Batch_1,1.1013247,0.21466245,0.8030176,0.0030800279,0.8276953
cell_01011,0.5996954,0.9932665,Astrocyte,2,Batch_3,0.90764314,0.18528004,0.8862561,0.8181781,0.9275594
cell_01012,0.47278398,0.9209758,Excitatory_Neuron,0,Batch_3,1.0542626,2.2772346,0.51959074,0.30657527,0.6110336
cell_01013,0.9500611,0.99999386,Inhibitory_Neuron,1,Batch_1,1.0963231,0.0009859896,0.58921826,0.95962656,1.2055411
cell_01014,0.34271365,0.46363255,NPC,-1,Batch_1,0.9567356,0.40040582,0.8175874,0.75916487,0.38608754
cell_01015,0.1772355,0.030611493,NPC,-1,Batch_2,0.9292998,0.003976336,0.70801884,0.24104029,0.29763225
cell_01016,0.6780941,0.99858874,Excitatory_Neuron,0,Batch_1,0.73340243,0.28301132,0.53464735,0.97879916,0.762519
cell_01017,0.8460076,0.9999508,OPC,5,Batch_3,1.0573677,0.0015025601,0.6071832,0.4995806,1.5822707
cell_01018,0.04025374,0.0020356036,NPC,-1,Batch_1,0.76967645,0.49091223,0.62962383,0.52292377,-0.014351065
cell_01019,0.44963267,0.8800236,Astrocyte,2,Batch_3,1.1227752,0.2773732,0.62842506,0.9095181,0.7381959
cell_01020,0.8924877,0.99998057,Astrocyte,2,Batch_1,0.82694024,7.148576e-05,0.8510691,0.9184031,1.3179034
cell_01021,0.7496186,0.9996621,Inhibitory_Neuron,1,Batch_2,0.8395723,0.122338764,0.76481456,0.6968825,1.0548694
cell_01022,0.9918077,0.9999973,Inhibitory_Neuron,1,Batch_2,1.1075042,1.2886442e-05,0.7939669,0.97844964,1.3092374
cell_01023,0.5314138,0.9741253,Excitatory_Neuron,0,Batch_2,0.87592566,1.7609749,0.505428,0.3288703,0.6214621
cell_01024,0.65999573,0.9979745,OPC,5,Batch_1,0.88450533,0.6303457,0.6710048,0.23233658,1.3298562
cell_01025,0.30248028,0.27880552,NPC,-1,Batch_2,0.77750224,0.8536758,0.62712824,0.029256722,0.3266198
cell_01026,0.9475356,0.99999356,Microglia,4,Batch_1,1.1377751,0.009866073,0.8407702,0.34634495,1.5397409
cell_01027,0.36633548,0.5809586,Excitatory_Neuron,0,Batch_1,0.9654642,2.213096,0.88154787,0.60263336,0.47643057
cell_01028,0.7385107,0.99957806,Oligodendrocyte,3,Batch_3,1.1929224,0.112185135,0.6693363,0.30537906,1.2865165
cell_01029,0.40314022,0.74322605,Inhibitory_Neuron,1,Batch_2,0.8827494,0.3760317,0.88922423,0.57962024,0.60174584
cell_01030,0.56181896,0.98574626,Excitatory_Neuron,0,Batch_2,0.97760427,1.2356759,0.5057437,0.04838575,0.69625527
cell_01031,0.71978253,0.9993865,Astrocyte,2,Batch_1,1.1246902,0.33234456,0.63028777,0.35409108,1.1475507
cell_01032,0.50893414,0.9600242,Excitatory_Neuron,0,Batch_2,0.76832384,0.04812626,0.80997247,0.7480049,0.6157814
cell_01033,0.9070863,0.9999855,Excitatory_Neuron,0,Batch_3,0.9743805,0.020498052,0.64403987,0.10432686,1.1581842
cell_01034,0.41930097,0.7999561,Oligodendrocyte,3,Batch_3,0.9059267,0.60485286,0.86838496,0.71483743,0.81197155
cell_01035,0.6470718,0.99737865,Inhibitory_Neuron,1,Batch_3,1.2344425,0.5550822,0.58738595,0.7633111,0.87905264
cell_01036,0.34236243,0.46188626,NPC,-1,Batch_1,1.2943666,2.9672318,0.8182667,0.5687615,0.3874478
cell_01037,0.40815666,0.7619016,OPC,5,Batch_2,0.99286044,0.016595777,0.5806809,0.88608754,1.12215
cell_01038,0.4400501,0.8582709,Oligodendrocyte,3,Batch_1,1.1767912,1.2848939,0.578842,0.9545635,0.8163531
cell_01039,0.12580702,0.011163719,NPC,-1,Batch_1,0.81390953,0.4369397,0.6782997,0.034677483,0.22336715
cell_01040,0.09172368,0.0056776367,NPC,-1,Batch_3,1.0630869,0.37476167,0.87797624,0.67908305,0.13815713
cell_01041,0.66748995,0.99825597,Microglia,4,Batch_1,1.0241252,0.33322158,0.734182,0.2371745,1.3685026
cell_01042,0.65551776,0.99778515,Oligodendrocyte,3,Batch_3,0.94769216,0.5328185,0.7540132,0.4081833,1.1445928
cell_01043,0.6629097,0.99808896,Microglia,4,Batch_1,1.079145,0.6179101,0.5038931,0.6231543,1.2479757
cell_01044,0.019766446,0.0013521975,NPC,-1,Batch_1,1.0060233,0.48756886,0.52264607,0.7122723,0.056575038
cell_01045,0.32654685,0.384838,NPC,-1,Batch_1,1.1381634,2.6715407,0.52677363,0.84019095,0.44338447
cell_01046,0.19780985,0.04548577,NPC,-1,Batch_1,0.83072585,1.5080235,0.8278569,0.70538694,0.20165077
cell_01047,0.7781514,0.99980897,Inhibitory_Neuron,1,Batch_3,0.84468865,0.0054773735,0.59474087,0.777399,0.9539019
cell_01048,0.8606304,0.9999633,Astrocyte,2,Batch_2,1.0921834,0.03616981,0.6315353,0.5990712,1.1814432
cell_01049,0.24668038,0.11240646,NPC,-1,Batch_2,0.94485587,1.9229212,0.7439811,0.11705908,0.3090857
cell_01050,0.6678492,0.9982684,Astrocyte,2,Batch_3,0.9269539,0.018603867,0.7335817,0.021430315,1.1184285
cell_01051,0.1293628,0.011976691,NPC,-1,Batch_2,1.0636004,0.2071532,0.6642118,0.52978307,0.09019343
cell_01052,0.27515253,0.18288094,NPC,-1,Batch_1,0.9106169,2.5909002,0.5017201,0.71554106,0.3165647
cell_01053,0.1386545,0.014387406,NPC,-1,Batch_1,1.1301489,1.187284,0.67984104,0.10886559,0.14896291
cell_01054,0.28352076,0.20922807,NPC,-1,Batch_3,1.0855305,0.094056815,0.795553,0.42929596,0.43625152
cell_01055,0.67473656,0.99849087,OPC,5,Batch_3,0.685183,0.018009968,0.5940957,0.2561774,1.5226187
cell_01056,0.9103269,0.9999864,Excitatory_Neuron,0,Batch_2,0.812455,0.008292792,0.7833432,0.5670931,1.1136149
cell_01057,0.20252241,0.049757697,NPC,-1,Batch_2,0.9699903,2.0257962,0.50606114,0.39050275,0.2879269
cell_01058,0.54207903,0.9789912,Astrocyte,2,Batch_1,1.3341174,0.38387546,0.8632031,0.2014675,0.9340048
cell_01059,0.7013911,0.9991139,Oligodendrocyte,3,Batch_1,0.8485109,0.07330458,0.8800157,0.004392714,1.1376532
cell_01060,0.95292246,0.9999942,Inhibitory_Neuron,1,Batch_2,1.2809244,0.0059787133,0.5009846,0.3215251,1.2984331
cell_01061,0.61006045,0.9945203,Microglia,4,Batch_2,1.130757,0.8566014,0.68312734,0.51616216,1.1610923
cell_01062,0.25510693,0.13035071,NPC,-1,Batch_1,1.2658844,0.5497157,0.6655288,0.92920905,0.2975515
cell_01063,0.62547815,0.99596846,Inhibitory_Neuron,1,Batch_3,1.1334805,0.041396942,0.83675337,0.22747602,0.9275606
cell_01064,0.32049116,0.3565943,NPC,-1,Batch_1,0.9646796,0.42798233,0.7162886,0.5122551,0.38863605
cell_01065,0.9761284,0.99999636,Excitatory_Neuron,0,Batch_3,0.89302856,0.0039603836,0.7445462,0.56649655,1.2264789
cell_01066,0.39967614,0.7297832,Astrocyte,2,Batch_2,1.2901503,1.3970509,0.5810024,0.6492277,0.7845745
cell_01067,0.6854277,0.9987811,Inhibitory_Neuron,1,Batch_1,0.846277,0.4917106,0.53082585,0.32856634,0.8546666
cell_01068,0.023227582,0.0014489758,NPC,-1,Batch_1,1.0510018,0.5286324,0.7769324,0.09948182,-0.08101178
cell_01069,0.40006146,0.7313001,Excitatory_Neuron,0,Batch_1,1.0397303,1.3092496,0.7482704,0.92135626,0.5381784
cell_01070,0.8751076,0.9999725,Excitatory_Neuron,0,Batch_2,0.81990516,0.036076296,0.8329315,0.95275545,1.1102495
cell_01071,0.61022747,0.9945385,Excitatory_Neuron,0,Batch_2,1.0686493,0.7333569,0.8378734,0.43823114,0.74510264
cell_01072,0.44394287,0.86747986,Microglia,4,Batch_2,1.0774819,0.052490935,0.7524141,0.580575,1.0323423
cell_01073,0.9359375,0.99999183,OPC,5,Batch_2,0.72156775,3.8752346e-06,0.71534455,0.029026393,1.7677774
cell_01074,0.85398436,0.9999581,Astrocyte,2,Batch_1,0.8860339,0.00025376905,0.8656033,0.04721564,1.3085017
cell_01075,0.32221568,0.3645461,NPC,-1,Batch_2,1.0712429,2.3427234,0.8205057,0.07666741,0.37144962
cell_01076,0.5445484,0.97998327,Excitatory_Neuron,0,Batch_1,1.0062089,0.8732395,0.85297,0.7387463,0.7012506
cell_01077,0.48982427,0.9424856,Astrocyte,2,Batch_2,0.912756,0.4466855,0.89833635,0.2272345,0.81046546
cell_01078,0.6322025,0.99647397,Microglia,4,Batch_2,0.80292106,0.105313,0.66140234,0.18444723,1.2508205
cell_01079,0.33411127,0.4212182,NPC,-1,Batch_2,1.1403229,0.039698154,0.78677386,0.008335332,0.41093466
cell_01080,0.244205,0.10756101,NPC,-1,Batch_2,0.850586,2.2937233,0.7752271,0.022897543,0.25007406
cell_01081,0.91267186,0.99998707,Oligodendrocyte,3,Batch_1,0.7413644,0.0026369253,0.5696571,0.40538377,1.4180568
cell_01082,0.9238745,0.9999896,Inhibitory_Neuron,1,Batch_1,1.0591393,0.014272075,0.7546194,0.54167795,1.3403548
cell_01083,0.8433229,0.99994814,Excitatory_Neuron,0,Batch_2,1.2240589,0.010707817,0.6712357,0.5790592,0.96739316
cell_01084,0.9782044,0.9999965,OPC,5,Batch_2,0.9071333,0.001205477,0.6802542,0.4579112,1.7923433
cell_01085,0.74499154,0.9996293,Microglia,4,Batch_2,1.0642182,0.13762194,0.5720552,0.45956126,1.4029797
cell_01086,0.7646672,0.9997499,Excitatory_Neuron,0,Batch_2,0.8802868,0.09923005,0.7978957,0.7531422,0.9148899
cell_01087,0.7625901,0.9997393,Microglia,4,Batch_1,1.13693,0.004332165,0.7791764,0.28957012,1.4286826
cell_01088,0.48060763,0.9316396,Excitatory_Neuron,0,Batch_2,0.81683594,1.5002519,0.7129161,0.23771782,0.59317833
cell_01089,0.4564522,0.8936942,Excitatory_Neuron,0,Batch_1,0.88210386,1.3707161,0.5626877,0.85432416,0.5042301
cell_01090,0.24022627,0.10015762,NPC,-1,Batch_2,1.200693,2.223862,0.7227459,0.6892638,0.31511238
cell_01091,0.6448192,0.9972582,Oligodendrocyte,3,Batch_1,0.95463073,0.071546584,0.54005337,0.47686645,1.1065477
cell_01092,0.28932014,0.22906518,NPC,-1,Batch_3,0.74080706,1.2647073,0.6357488,0.2754048,0.43421763
cell_01093,0.25780842,0.13659874,NPC,-1,Batch_2,1.250883,0.5723516,0.6489431,0.13658182,0.33082634
cell_01094,0.5859614,0.9911568,Astrocyte,2,Batch_3,1.0587789,0.32862082,0.85337013,0.037421197,0.90814596
cell_01095,0.40998238,0.7684621,Inhibitory_Neuron,1,Batch_3,1.0598698,0.11241487,0.66622484,0.8523654,0.62909335
cell_01096,0.2188566,0.06768111,NPC,-1,Batch_2,0.918774,2.021975,0.7393879,0.5933855,0.21638522
cell_01097,0.816056,0.9999105,OPC,5,Batch_1,0.72575873,0.0011458073,0.8499116,0.045829494,1.5921562
cell_01098,0.8605699,0.9999632,Microglia,4,Batch_2,1.274886,0.007416465,0.67030376,0.1585874,1.501399
cell_01099,0.16769952,0.025431417,NPC,-1,Batch_1,0.95805293,0.008631722,0.8534814,0.27956426,0.15989587
cell_01100,0.0075070327,0.0010584831,NPC,-1,Batch_3,0.9632367,0.38295716,0.5545845,0.2630716,-0.03296363
cell_01101,0.33612996,0.43109116,NPC,-1,Batch_1,1.2155596,0.5692259,0.64593726,0.548391,0.5251027
cell_01102,0.79751086,0.9998703,Excitatory_Neuron,0,Batch_2,0.8857651,0.12175869,0.5378909,0.39944363,0.9615826
cell_01103,0.83917385,0.9999436,Oligodendrocyte,3,Batch_2,1.3926824,0.00034495996,0.72437185,0.88221663,1.3454217
cell_01104,0.13832907,0.014295405,NPC,-1,Batch_1,0.80531245,1.0220902,0.8829128,0.7194107,0.13574895
cell_01105,0.7743359,0.9997938,Microglia,4,Batch_3,1.0789491,0.042248327,0.7627807,0.91073257,1.4327614
cell_01106,0.115704164,0.009139965,NPC,-1,Batch_1,0.96784794,0.7157693,0.7504302,0.8628186,0.1069202
cell_01107,0.3900626,0.6902422,Astrocyte,2,Batch_1,1.179901,2.644134,0.61126345,0.92136914,0.6533442
cell_01108,0.99860954,0.9999977,OPC,5,Batch_2,1.0657924,0.0019088312,0.8724427,0.98001146,1.7967107
cell_01109,0.19259082,0.04116291,NPC,-1,Batch_2,1.3703724,0.19487827,0.6886139,0.31169644,0.22911054
cell_01110,0.15396358,0.019441195,NPC,-1,Batch_1,0.8812564,1.4723619,0.6068008,0.2096806,0.16390455
cell_01111,0.42280033,0.81092113,Oligodendrocyte,3,Batch_1,0.8741757,0.015197054,0.89508,0.16515236,0.8227958
cell_01112,0.61966854,0.995474,Excitatory_Neuron,0,Batch_1,1.3335512,0.23796941,0.6692496,0.6280885,0.7240537
cell_01113,0.9329008,0.99999136,Excitatory_Neuron,0,Batch_3,1.093757,0.0061948732,0.64859957,0.6809667,1.0959991
cell_01114,0.98082113,0.99999666,Microglia,4,Batch_1,0.9323309,0.004961938,0.5139845,0.087837495,1.6265671
cell_01115,0.06964064,0.0036579517,NPC,-1,Batch_1,1.0633806,0.021294877,0.571318,0.8210716,0.097393766
cell_01116,0.13799752,0.014202266,NPC,-1,Batch_3,0.9950526,0.59373516,0.8236765,0.7830665,0.27690843
cell_01117,0.790738,0.9998515,OPC,5,Batch_3,0.88183284,0.12196081,0.69307804,0.62847394,1.6154739
cell_01118,0.27063215,0.16975608,NPC,-1,Batch_3,0.7000446,0.03651011,0.8819499,0.43561247,0.42185456
cell_01119,0.8848491,0.9999774,Excitatory_Neuron,0,Batch_2,0.8796162,0.00046252785,0.5335543,0.15365729,1.0334343
cell_01120,0.6634533,0.9981096,Excitatory_Neuron,0,Batch_3,1.1075219,0.6148487,0.74637735,0.5055923,0.87987834
cell_01121,0.1118448,0.008466765,NPC,-1,Batch_2,1.1525888,0.38033012,0.78799367,0.1591693,0.14557755
cell_01122,0.8325293,0.9999356,Microglia,4,Batch_1,0.8605639,0.049102772,0.7484732,0.6049788,1.5283533
cell_01123,0.17635638,0.030094028,NPC,-1,Batch_3,0.99912983,1.2218914,0.711951,0.30996472,0.23451285
cell_01124,0.42349538,0.8130434,Excitatory_Neuron,0,Batch_2,1.3244653,0.65804285,0.7313193,0.24730626,0.4910311
cell_01125,0.55218494,0.9827696,Excitatory_Neuron,0,Batch_2,0.6994123,1.2888936,0.77581984,0.4410514,0.6985968
cell_01126,0.50076616,0.9532616,OPC,5,Batch_1,1.2133352,1.8341221,0.84530544,0.5807128,1.225166
cell_01127,0.6861629,0.99879885,Microglia,4,Batch_3,0.88876724,0.32271355,0.6345379,0.36746407,1.2149862
cell_01128,0.6526867,0.9976564,OPC,5,Batch_2,0.9661544,0.0043251426,0.6838616,0.9636034,1.3770179
cell_01129,0.992042,0.9999974,Oligodendrocyte,3,Batch_2,1.2078629,0.0018668375,0.75436383,0.005897636,1.5940707
cell_01130,0.9994219,0.99999774,Inhibitory_Neuron,1,Batch_3,1.5356313,0.0015461724,0.6256864,0.912861,1.3331773
cell_01131,0.5164594,0.96541667,OPC,5,Batch_3,1.0270474,1.4907775,0.5715132,0.0006840495,1.2432249
cell_01132,0.095199086,0.006083831,NPC,-1,Batch_3,1.0163941,1.0609546,0.8864675,0.21671194,0.07666771
cell_01133,0.7278433,0.99947774,Inhibitory_Neuron,1,Batch_1,0.8017922,0.20619777,0.5778915,0.99635124,1.0062225
cell_01134,0.97666407,0.9999964,Inhibitory_Neuron,1,Batch_2,0.99693555,0.0014949866,0.5930932,0.72809535,1.2871797
cell_01135,0.31832638,0.34672365,NPC,-1,Batch_1,0.9830381,0.12575981,0.74747443,0.64449835,0.371819
cell_01136,0.46120888,0.9023998,OPC,5,Batch_3,0.99920577,2.3991082,0.5309473,0.7260929,1.1194879
cell_01137,0.4247769,0.8169081,Oligodendrocyte,3,Batch_1,1.3153158,1.6926254,0.51361907,0.4082962,0.9154754
cell_01138,0.051419154,0.0025436282,NPC,-1,Batch_3,1.1177088,0.00064415403,0.52560544,0.7842097,0.078976415
cell_01139,0.67226446,0.9984145,OPC,5,Batch_1,0.83890426,0.5366241,0.54930544,0.15486804,1.4189447
cell_01140,0.3533377,0.51668227,Excitatory_Neuron,0,Batch_2,0.82954067,2.5761244,0.6716787,0.7938924,0.52654445
cell_01141,0.7874639,0.99984145,OPC,5,Batch_2,1.1031548,0.11925519,0.83170426,0.9395267,1.5686466
cell_01142,0.83212006,0.9999351,Oligodendrocyte,3,Batch_2,0.96326107,0.07273478,0.6367888,0.8576869,1.418569
cell_01143,0.82123077,0.9999193,Oligodendrocyte,3,Batch_1,0.95465946,0.030847257,0.6710126,0.739661,1.3591236
cell_01144,0.416666,0.7913893,OPC,5,Batch_1,1.3144355,0.48745027,0.74010044,0.6513773,1.082341
cell_01145,0.3215457,0.36144766,NPC,-1,Batch_2,1.2830826,0.29762706,0.6208578,0.5210922,0.33289796
cell_01146,0.7488208,0.9996567,Inhibitory_Neuron,1,Batch_3,0.8478733,0.21950407,0.6730152,0.3952233,1.0306544
cell_01147,0.80138946,0.99988,Oligodendrocyte,3,Batch_1,0.8209367,0.0031645526,0.6545247,0.8656536,1.1884929
cell_01148,0.49125746,0.9440198,Oligodendrocyte,3,Batch_1,0.9068538,0.3807098,0.63675344,0.64745855,0.96313226
cell_01149,0.893031,0.9999808,Microglia,4,Batch_2,1.0742534,0.02355233,0.65535724,0.4349003,1.5674071
cell_01150,0.1439087,0.01595615,NPC,-1,Batch_1,0.73917043,0.057960875,0.5044471,0.7847917,0.16181205
cell_01151,0.8790688,0.9999746,OPC,5,Batch_1,1.0873513,0.00775509,0.8545043,0.054103754,1.6502643
cell_01152,0.096095234,0.0061931727,NPC,-1,Batch_1,1.2077003,0.19541071,0.8909387,0.81311923,0.052755803
cell_01153,0.15352552,0.01927488,NPC,-1,Batch_1,0.9448985,1.5181146,0.8449985,0.81070215,0.2535108
cell_01154,0.53384,0.9753207,Oligodendrocyte,3,Batch_1,1.3488737,0.14911358,0.5022969,0.22852941,0.98374546
cell_01155,0.06751848,0.0035064784,NPC,-1,Batch_3,1.250316,0.09263693,0.80035424,0.03767159,0.03241754
cell_01156,0.0528071,0.0026150385,NPC,-1,Batch_2,1.1540744,0.4721006,0.72924006,0.713708,0.09060158
cell_01157,0.0005187442,0.0009205437,NPC,-1,Batch_1,1.1490794,0.002041467,0.53766996,0.19987163,0.0061602984
cell_01158,0.43631667,0.8489428,Excitatory_Neuron,0,Batch_3,1.0604271,0.8514361,0.8731437,0.9960218,0.5056633
cell_01159,0.7746239,0.999795,Excitatory_Neuron,0,Batch_1,1.6625485,0.019174071,0.81048685,0.009182446,0.906347
cell_01160,0.03483835,0.0018270335,NPC,-1,Batch_1,1.2955257,0.4056752,0.5581185,0.22979198,0.041524086
cell_01161,0.6522576,0.99763626,OPC,5,Batch_2,1.4257811,0.24700545,0.8856166,0.042062398,1.4499999
cell_01162,0.8231273,0.9999223,OPC,5,Batch_1,1.0056449,0.083490714,0.5504795,0.7826557,1.6112301
